id_empresa;Simbolo;Empresa;Industria;Sub_Industria;Localizacion;Incorp_SP500;Fundacion;Cant_Empleos;Facturac_Usd_ 2022;Costo_Op_Usd_2022;Gcia_Bruta_Usd_2022;Deuda_Usd_ 2022;Valor_de_Mercado
470;WAT;Waters Corporation;Health Care;Health Care Distributors;Massachusetts;2/1/2002;1958;8.200;2.992.314.880;1.268.540.880;1.723.774.000;2.729.125.888;15.720.779.776
471;WBA;Walgreens Boots Alliance;Consumer Staples;Drug Retail;Illinois;31/12/1979;2014;325.000;8.616.207.974;-19.649.792.026;28.266.000.000;4.020.897.055;19.147.128.832
472;WBD;Warner Bros. Discovery;Communication Services;Broadcasting;New York;11/4/2022;2022;37.500;41.889.001.472;28.463.001.472;13.426.000.000;47.289.999.360;24.593.166.336
473;WDC;Western Digital;Information Technology;Technology Hardware, Storage & Peripherals;California;1/7/2009;1970;53.000;12.318.000.128;11.427.442.627;890.557.501;890.557.501;14.842.625.024
474;WEC;WEC Energy Group;Utilities;Electric Utilities;Wisconsin;31/10/2008;1896;7.000;9.279.500.288;5.972.000.288;3.307.500.000;18.076.100.608;25.013.997.568
475;WELL;Welltower;Real Estate;Health Care REITs;Ohio;30/1/2009;1970;514;6.177.031.168;3.872.421.168;2.304.610.000;16.408.497.152;43.054.505.984
476;WFC;Wells Fargo;Financials;Diversified Banks;California;30/6/1976;1852;233.834;75.614.003.200;3.367.003.200;72.247.000.000;280.579.997.696;143.790.047.232
477;WHR;Whirlpool Corporation;Consumer Discretionary;Household Appliances;Michigan;30/10/1942;1911;61.000;19.147.999.232;16.074.999.232;3.073.000.000;8.304.000.000;6.894.434.304
478;WM;Waste Management;Industrials;Environmental & Facilities Services;Texas;6/8/1988;1968;49.500;20.021.000.192;12.617.000.192;7.404.000.000;15.367.999.488;62.670.729.216
479;WMB;Williams Companies;Energy;Oil & Gas Storage & Transportation;Oklahoma;31/3/1975;1908;5.043;10.773.999.616;4.695.999.616;6.078.000.000;24.408.999.936;40.579.772.416
480;WMT;Walmart;Consumer Staples;Consumer Staples Merchandise Retail;Arkansas;31/8/1982;1962;2.100.000;630.794.027.008;483.226.027.008;147.568.000.000;66.860.998.656;428.173.361.152
481;WRB;Berkley;Financials;Property & Casualty Insurance;Connecticut;5/12/2019;1967;8.186;11.629.119.488;6.817.559.488;4.811.560.000;3.027.386.112;16.540.703.744
482;WRK;WestRock;Materials;Paper & Plastic Packaging Products & Materials;Atlanta;4/3/1957;2015;50.500;20.724.299.776;16.703.599.776;4.020.700.000;9.752.899.584;9.197.175.808
483;WST;West Pharmaceutical Services;Health Care;Health Care Supplies;Pennsylvania;22/5/2020;1923;10.700;2.865.999.872;1.729.799.872;1.136.200.000;311.300.000;27.530.285.056
484;WTW;Willis Towers Watson;Financials;Insurance Brokers;United Kingdom;5/1/2016;2016;46.000;9.077.999.616;5.004.999.616;4.073.000.000;6.191.000.064;21.863.981.056
485;WY;Weyerhaeuser;Real Estate;Timber REITs;Washington;14/3/1930;1900;9.264;7.976.999.936;4.356.999.936;3.620.000.000;5.816.999.936;21.937.055.744
486;WYNN;Wynn Resorts;Consumer Discretionary;Casinos & Gaming;Nevada;14/11/2008;2002;27.000;4.914.160.128;3.021.257.128;1.892.903.000;13.753.513.984;10.196.132.864
487;XEL;Xcel Energy;Utilities;Multi-Utilities;Minnesota;4/3/1957;1909;11.982;15.237.000.192;9.467.000.192;5.770.000.000;26.865.999.872;31.150.583.808
488;XOM;ExxonMobil;Energy;Integrated Oil & Gas;Texas;4/3/1957;1999;62.000;367.977.005.056;234.262.005.056;133.715.000.000;41.495.998.464;434.488.639.488
489;XRAY;Dentsply Sirona;Health Care;Health Care Supplies;North Carolina;14/11/2008;1969;15.000;3.936.000.000;1.809.000.000;2.127.000.000;2.279.000.064;6.813.021.184
490;XYL;Xylem Inc.;Industrials;Industrial Machinery & Supplies & Components;New York;1/11/2011;2011;22.000;6.056.000.000;3.968.000.000;2.088.000.000;2.604.000.000;21.708.324.864
491;YUM;Yum! Brands;Consumer Discretionary;Restaurants;Kentucky;6/10/1997;1997;36.000;6.991.000.064;3.684.000.064;3.307.000.000;12.312.000.512;34.140.907.520
492;ZBH;Zimmer Biomet;Health Care;Health Care Equipment;Indiana;7/8/2001;1927;18.000;7.195.500.032;2.275.100.032;4.920.400.000;5.917.499.904;22.839.764.992
493;ZBRA;Zebra Technologies;Information Technology;Electronic Equipment & Instruments;Illinois;23/12/2019;1969;10.500;5.500.000.256;2.876.000.256;2.624.000.000;2.440.000.000;11.424.846.848
494;ZION;Zions Bancorporation;Financials;Regional Banks;Utah;22/6/2001;1873;10.103;3.115.000.064;85.000.064;3.030.000.000;6.655.000.064;4.948.042.752
495;ZTS;Zoetis;Health Care;Pharmaceuticals;New Jersey;21/6/2013;1952;13.800;8.222.000.128;2.588.000.128;5.634.000.000;6.776.999.936;79.174.524.928
